cell_type,direction,contrast,component,position,delay_ms,time_ms,vm_mv
T5,ND,PC,position,-3.000000,720.000000,-75.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,-70.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,-65.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,-60.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,-55.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,-50.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,-45.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,-40.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,-35.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,-30.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,-25.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,-20.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,-15.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,-10.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,-5.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,0.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,5.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,10.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,15.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,20.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,25.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,30.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,35.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,40.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,45.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,50.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,55.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,60.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,65.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,70.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,75.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,80.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,85.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,90.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,95.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,100.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,105.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,110.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,115.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,120.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,125.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,130.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,135.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,140.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,145.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,150.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,155.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,160.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,165.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,170.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,175.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,180.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,185.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,190.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,195.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,200.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,205.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,210.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,215.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,220.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,225.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,230.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,235.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,240.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,245.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,250.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,255.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,260.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,265.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,270.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,275.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,280.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,285.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,290.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,295.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,300.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,305.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,310.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,315.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,320.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,325.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,330.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,335.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,340.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,345.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,350.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,355.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,360.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,365.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,370.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,375.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,380.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,385.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,390.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,395.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,400.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,405.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,410.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,415.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,420.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,425.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,430.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,435.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,440.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,445.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,450.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,455.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,460.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,465.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,470.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,475.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,480.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,485.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,490.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,495.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,500.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,505.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,510.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,515.000000,-0.150463
T5,ND,PC,position,-3.000000,720.000000,520.000000,-0.370370
T5,ND,PC,position,-3.000000,720.000000,525.000000,-0.366030
T5,ND,PC,position,-3.000000,720.000000,530.000000,-0.326968
T5,ND,PC,position,-3.000000,720.000000,535.000000,-0.287905
T5,ND,PC,position,-3.000000,720.000000,540.000000,-0.277778
T5,ND,PC,position,-3.000000,720.000000,545.000000,-0.228950
T5,ND,PC,position,-3.000000,720.000000,550.000000,-0.141059
T5,ND,PC,position,-3.000000,720.000000,555.000000,-0.053168
T5,ND,PC,position,-3.000000,720.000000,560.000000,0.034722
T5,ND,PC,position,-3.000000,720.000000,565.000000,0.122613
T5,ND,PC,position,-3.000000,720.000000,570.000000,0.138889
T5,ND,PC,position,-3.000000,720.000000,575.000000,0.114294
T5,ND,PC,position,-3.000000,720.000000,580.000000,0.040509
T5,ND,PC,position,-3.000000,720.000000,585.000000,-0.053048
T5,ND,PC,position,-3.000000,720.000000,590.000000,-0.077160
T5,ND,PC,position,-3.000000,720.000000,595.000000,-0.077160
T5,ND,PC,position,-3.000000,720.000000,600.000000,-0.065586
T5,ND,PC,position,-3.000000,720.000000,605.000000,-0.052566
T5,ND,PC,position,-3.000000,720.000000,610.000000,-0.039545
T5,ND,PC,position,-3.000000,720.000000,615.000000,-0.026524
T5,ND,PC,position,-3.000000,720.000000,620.000000,-0.013503
T5,ND,PC,position,-3.000000,720.000000,625.000000,-0.000482
T5,ND,PC,position,-3.000000,720.000000,630.000000,0.075231
T5,ND,PC,position,-3.000000,720.000000,635.000000,0.153356
T5,ND,PC,position,-3.000000,720.000000,640.000000,0.198413
T5,ND,PC,position,-3.000000,720.000000,645.000000,0.211640
T5,ND,PC,position,-3.000000,720.000000,650.000000,0.207920
T5,ND,PC,position,-3.000000,720.000000,655.000000,0.191179
T5,ND,PC,position,-3.000000,720.000000,660.000000,0.174438
T5,ND,PC,position,-3.000000,720.000000,665.000000,0.157697
T5,ND,PC,position,-3.000000,720.000000,670.000000,0.140956
T5,ND,PC,position,-3.000000,720.000000,675.000000,0.124215
T5,ND,PC,position,-3.000000,720.000000,680.000000,0.107474
T5,ND,PC,position,-3.000000,720.000000,685.000000,0.090732
T5,ND,PC,position,-3.000000,720.000000,690.000000,0.073991
T5,ND,PC,position,-3.000000,720.000000,695.000000,0.057250
T5,ND,PC,position,-3.000000,720.000000,700.000000,0.040509
T5,ND,PC,position,-3.000000,720.000000,705.000000,0.023768
T5,ND,PC,position,-3.000000,720.000000,710.000000,0.007027
T5,ND,PC,position,-3.000000,720.000000,715.000000,-0.009714
T5,ND,PC,position,-3.000000,720.000000,720.000000,-0.026455
T5,ND,PC,position,-3.000000,720.000000,725.000000,-0.043196
T5,ND,PC,position,-3.000000,720.000000,730.000000,-0.046296
T5,ND,PC,position,-3.000000,720.000000,735.000000,-0.046296
T5,ND,PC,position,-3.000000,720.000000,740.000000,-0.028935
T5,ND,PC,position,-3.000000,720.000000,745.000000,0.232928
T5,ND,PC,position,-3.000000,720.000000,750.000000,1.105324
T5,ND,PC,position,-3.000000,720.000000,755.000000,1.652199
T5,ND,PC,position,-3.000000,720.000000,760.000000,2.546296
T5,ND,PC,position,-3.000000,720.000000,765.000000,3.868634
T5,ND,PC,position,-3.000000,720.000000,770.000000,5.393519
T5,ND,PC,position,-3.000000,720.000000,775.000000,6.982060
T5,ND,PC,position,-3.000000,720.000000,780.000000,8.582176
T5,ND,PC,position,-3.000000,720.000000,785.000000,9.949363
T5,ND,PC,position,-3.000000,720.000000,790.000000,10.940394
T5,ND,PC,position,-3.000000,720.000000,795.000000,11.765046
T5,ND,PC,position,-3.000000,720.000000,800.000000,12.407407
T5,ND,PC,position,-3.000000,720.000000,805.000000,12.874711
T5,ND,PC,position,-3.000000,720.000000,810.000000,13.234954
T5,ND,PC,position,-3.000000,720.000000,815.000000,13.621238
T5,ND,PC,position,-3.000000,720.000000,820.000000,13.894676
T5,ND,PC,position,-3.000000,720.000000,825.000000,14.168113
T5,ND,PC,position,-3.000000,720.000000,830.000000,14.467593
T5,ND,PC,position,-3.000000,720.000000,835.000000,14.686053
T5,ND,PC,position,-3.000000,720.000000,840.000000,14.791667
T5,ND,PC,position,-3.000000,720.000000,845.000000,14.861111
T5,ND,PC,position,-3.000000,720.000000,850.000000,14.861111
T5,ND,PC,position,-3.000000,720.000000,855.000000,14.861111
T5,ND,PC,position,-3.000000,720.000000,860.000000,14.774306
T5,ND,PC,position,-3.000000,720.000000,865.000000,14.678819
T5,ND,PC,position,-3.000000,720.000000,870.000000,14.586227
T5,ND,PC,position,-3.000000,720.000000,875.000000,14.483507
T5,ND,PC,position,-3.000000,720.000000,880.000000,14.444444
T5,ND,PC,position,-3.000000,720.000000,885.000000,14.327257
T5,ND,PC,position,-3.000000,720.000000,890.000000,14.178241
T5,ND,PC,position,-3.000000,720.000000,895.000000,13.972801
T5,ND,PC,position,-3.000000,720.000000,900.000000,13.703704
T5,ND,PC,position,-3.000000,720.000000,905.000000,13.370949
T5,ND,PC,position,-3.000000,720.000000,910.000000,12.980324
T5,ND,PC,position,-3.000000,720.000000,915.000000,12.589699
T5,ND,PC,position,-3.000000,720.000000,920.000000,12.094907
T5,ND,PC,position,-3.000000,720.000000,925.000000,11.532118
T5,ND,PC,position,-3.000000,720.000000,930.000000,11.027199
T5,ND,PC,position,-3.000000,720.000000,935.000000,10.558449
T5,ND,PC,position,-3.000000,720.000000,940.000000,10.011574
T5,ND,PC,position,-3.000000,720.000000,945.000000,9.464699
T5,ND,PC,position,-3.000000,720.000000,950.000000,9.068287
T5,ND,PC,position,-3.000000,720.000000,955.000000,8.647280
T5,ND,PC,position,-3.000000,720.000000,960.000000,8.402778
T5,ND,PC,position,-3.000000,720.000000,965.000000,8.232060
T5,ND,PC,position,-3.000000,720.000000,970.000000,7.983481
T5,ND,PC,position,-3.000000,720.000000,975.000000,7.734901
T5,ND,PC,position,-3.000000,720.000000,980.000000,7.486322
T5,ND,PC,position,-3.000000,720.000000,985.000000,7.237742
T5,ND,PC,position,-3.000000,720.000000,990.000000,6.989162
T5,ND,PC,position,-3.000000,720.000000,995.000000,6.740583
T5,ND,PC,position,-3.000000,720.000000,1000.000000,6.492003
T5,ND,PC,position,-3.000000,720.000000,1005.000000,6.243424
T5,ND,PC,position,-3.000000,720.000000,1010.000000,5.994844
T5,ND,PC,position,-3.000000,720.000000,1015.000000,5.746265
T5,ND,PC,position,-3.000000,720.000000,1020.000000,5.497685
T5,ND,PC,position,-3.000000,720.000000,1025.000000,5.249106
T5,ND,PC,position,-3.000000,720.000000,1030.000000,5.083550
T5,ND,PC,position,-3.000000,720.000000,1035.000000,5.059136
T5,ND,PC,position,-3.000000,720.000000,1040.000000,5.034722
T5,ND,PC,position,-3.000000,720.000000,1045.000000,5.010308
T5,ND,PC,position,-3.000000,720.000000,1050.000000,4.985894
T5,ND,PC,position,-3.000000,720.000000,1055.000000,4.961480
T5,ND,PC,position,-3.000000,720.000000,1060.000000,4.937066
T5,ND,PC,position,-3.000000,720.000000,1065.000000,4.912652
T5,ND,PC,position,-3.000000,720.000000,1070.000000,4.888238
T5,ND,PC,position,-3.000000,720.000000,1075.000000,4.863824
T5,ND,PC,position,-3.000000,720.000000,1080.000000,4.861111
T5,ND,PC,position,-3.000000,720.000000,1085.000000,4.751157
T5,ND,PC,position,-3.000000,720.000000,1090.000000,4.615162
T5,ND,PC,position,-3.000000,720.000000,1095.000000,4.471933
T5,ND,PC,position,-3.000000,720.000000,1100.000000,4.282407
T5,ND,PC,position,-3.000000,720.000000,1105.000000,4.126157
T5,ND,PC,position,-3.000000,720.000000,1110.000000,4.082755
T5,ND,PC,position,-3.000000,720.000000,1115.000000,3.982928
T5,ND,PC,position,-3.000000,720.000000,1120.000000,3.858025
T5,ND,PC,position,-3.000000,720.000000,1125.000000,3.727816
T5,ND,PC,position,-3.000000,720.000000,1130.000000,3.597608
T5,ND,PC,position,-3.000000,720.000000,1135.000000,3.467400
T5,ND,PC,position,-3.000000,720.000000,1140.000000,3.337191
T5,ND,PC,position,-3.000000,720.000000,1145.000000,3.206983
T5,ND,PC,position,-3.000000,720.000000,1150.000000,3.076775
T5,ND,PC,position,-3.000000,720.000000,1155.000000,3.009259
T5,ND,PC,position,-3.000000,720.000000,1160.000000,2.997685
T5,ND,PC,position,-3.000000,720.000000,1165.000000,2.962963
T5,ND,PC,position,-3.000000,720.000000,1170.000000,2.962963
T5,ND,PC,position,-3.000000,720.000000,1175.000000,2.926794
T5,ND,PC,position,-3.000000,720.000000,1180.000000,2.884838
T5,ND,PC,position,-3.000000,720.000000,1185.000000,2.841869
T5,ND,PC,position,-3.000000,720.000000,1190.000000,2.798900
T5,ND,PC,position,-3.000000,720.000000,1195.000000,2.755932
T5,ND,PC,position,-3.000000,720.000000,1200.000000,2.712963
T5,ND,PC,position,-3.000000,720.000000,1205.000000,2.669994
T5,ND,PC,position,-3.000000,720.000000,1210.000000,2.627025
T5,ND,PC,position,-3.000000,720.000000,1215.000000,2.584057
T5,ND,PC,position,-3.000000,720.000000,1220.000000,2.541088
T5,ND,PC,position,-3.000000,720.000000,1225.000000,2.498119
T5,ND,PC,position,-3.000000,720.000000,1230.000000,2.455150
T5,ND,PC,position,-3.000000,720.000000,1235.000000,2.412182
T5,ND,PC,position,-3.000000,720.000000,1240.000000,2.407407
T5,ND,PC,position,-3.000000,720.000000,1245.000000,2.407407
T5,ND,PC,position,-3.000000,720.000000,1250.000000,2.366898
T5,ND,PC,position,-3.000000,720.000000,1255.000000,2.288773
T5,ND,PC,position,-3.000000,720.000000,1260.000000,2.204861
T5,ND,PC,position,-3.000000,720.000000,1265.000000,2.087674
T5,ND,PC,position,-3.000000,720.000000,1270.000000,2.045718
T5,ND,PC,position,-3.000000,720.000000,1275.000000,2.006655
T5,ND,PC,position,-3.000000,720.000000,1280.000000,1.989087
T5,ND,PC,position,-3.000000,720.000000,1285.000000,1.987434
T5,ND,PC,position,-3.000000,720.000000,1290.000000,1.986814
T5,ND,PC,position,-3.000000,720.000000,1295.000000,1.984024
T5,ND,PC,position,-3.000000,720.000000,1300.000000,1.981233
T5,ND,PC,position,-3.000000,720.000000,1305.000000,1.978443
T5,ND,PC,position,-3.000000,720.000000,1310.000000,1.975653
T5,ND,PC,position,-3.000000,720.000000,1315.000000,1.972863
T5,ND,PC,position,-3.000000,720.000000,1320.000000,1.970073
T5,ND,PC,position,-3.000000,720.000000,1325.000000,1.967283
T5,ND,PC,position,-3.000000,720.000000,1330.000000,1.964492
T5,ND,PC,position,-3.000000,720.000000,1335.000000,1.961702
T5,ND,PC,position,-3.000000,720.000000,1340.000000,1.958912
T5,ND,PC,position,-3.000000,720.000000,1345.000000,1.956122
T5,ND,PC,position,-3.000000,720.000000,1350.000000,1.953332
T5,ND,PC,position,-3.000000,720.000000,1355.000000,1.950542
T5,ND,PC,position,-3.000000,720.000000,1360.000000,1.947751
T5,ND,PC,position,-3.000000,720.000000,1365.000000,1.944961
T5,ND,PC,position,-3.000000,720.000000,1370.000000,1.880787
T5,ND,PC,position,-3.000000,720.000000,1375.000000,1.835455
T5,ND,PC,position,-3.000000,720.000000,1380.000000,1.809414
T5,ND,PC,position,-3.000000,720.000000,1385.000000,1.783372
T5,ND,PC,position,-3.000000,720.000000,1390.000000,1.756366
T5,ND,PC,position,-3.000000,720.000000,1395.000000,1.717303
T5,ND,PC,position,-3.000000,720.000000,1400.000000,1.712963
T5,ND,PC,position,-3.000000,720.000000,1405.000000,1.685475
T5,ND,PC,position,-3.000000,720.000000,1410.000000,1.646412
T5,ND,PC,position,-3.000000,720.000000,1415.000000,1.592469
T5,ND,PC,position,-3.000000,720.000000,1420.000000,1.502976
T5,ND,PC,position,-3.000000,720.000000,1425.000000,1.380208
T5,ND,PC,position,-3.000000,720.000000,1430.000000,1.257440
T5,ND,PC,position,-3.000000,720.000000,1435.000000,1.134673
T5,ND,PC,position,-3.000000,720.000000,1440.000000,1.011905
T5,ND,PC,position,-3.000000,720.000000,1445.000000,0.889137
T5,ND,PC,position,-3.000000,720.000000,1450.000000,0.766369
T5,ND,PC,position,-3.000000,720.000000,1455.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,1460.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,1465.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,1470.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,1475.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,1480.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,1485.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,1490.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,1495.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,1500.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,1505.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,1510.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,1515.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,1520.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,1525.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,1530.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,1535.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,1540.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,1545.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,1550.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,1555.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,1560.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,1565.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,1570.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,1575.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,1580.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,1585.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,1590.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,1595.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,1600.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,1605.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,1610.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,1615.000000,0.000000
T5,ND,PC,position,-3.000000,720.000000,1620.000000,0.000000
T5,ND,PC,position,-2.000000,640.000000,-355.000000,0.000000
T5,ND,PC,position,-2.000000,640.000000,-350.000000,0.000000
T5,ND,PC,position,-2.000000,640.000000,-345.000000,0.000000
T5,ND,PC,position,-2.000000,640.000000,-340.000000,0.000000
T5,ND,PC,position,-2.000000,640.000000,-335.000000,0.000000
T5,ND,PC,position,-2.000000,640.000000,-330.000000,0.000000
T5,ND,PC,position,-2.000000,640.000000,-325.000000,0.000000
T5,ND,PC,position,-2.000000,640.000000,-320.000000,0.000000
T5,ND,PC,position,-2.000000,640.000000,-315.000000,0.000000
T5,ND,PC,position,-2.000000,640.000000,-310.000000,0.000000
T5,ND,PC,position,-2.000000,640.000000,-305.000000,0.000000
T5,ND,PC,position,-2.000000,640.000000,-300.000000,0.000000
T5,ND,PC,position,-2.000000,640.000000,-295.000000,0.000000
T5,ND,PC,position,-2.000000,640.000000,-290.000000,0.000000
T5,ND,PC,position,-2.000000,640.000000,-285.000000,0.000000
T5,ND,PC,position,-2.000000,640.000000,-280.000000,0.000000
T5,ND,PC,position,-2.000000,640.000000,-275.000000,0.000000
T5,ND,PC,position,-2.000000,640.000000,-270.000000,0.000000
T5,ND,PC,position,-2.000000,640.000000,-265.000000,0.000000
T5,ND,PC,position,-2.000000,640.000000,-260.000000,0.000000
T5,ND,PC,position,-2.000000,640.000000,-255.000000,0.000000
T5,ND,PC,position,-2.000000,640.000000,-250.000000,0.000000
T5,ND,PC,position,-2.000000,640.000000,-245.000000,0.000000
T5,ND,PC,position,-2.000000,640.000000,-240.000000,0.000000
T5,ND,PC,position,-2.000000,640.000000,-235.000000,0.000000
T5,ND,PC,position,-2.000000,640.000000,-230.000000,0.000000
T5,ND,PC,position,-2.000000,640.000000,-225.000000,0.000000
T5,ND,PC,position,-2.000000,640.000000,-220.000000,0.000000
T5,ND,PC,position,-2.000000,640.000000,-215.000000,0.000000
T5,ND,PC,position,-2.000000,640.000000,-210.000000,0.000000
T5,ND,PC,position,-2.000000,640.000000,-205.000000,0.000000
T5,ND,PC,position,-2.000000,640.000000,-200.000000,0.000000
T5,ND,PC,position,-2.000000,640.000000,-195.000000,0.000000
T5,ND,PC,position,-2.000000,640.000000,-190.000000,0.000000
T5,ND,PC,position,-2.000000,640.000000,-185.000000,0.000000
T5,ND,PC,position,-2.000000,640.000000,-180.000000,0.000000
T5,ND,PC,position,-2.000000,640.000000,-175.000000,0.000000
T5,ND,PC,position,-2.000000,640.000000,-170.000000,0.000000
T5,ND,PC,position,-2.000000,640.000000,-165.000000,0.000000
T5,ND,PC,position,-2.000000,640.000000,-160.000000,0.000000
T5,ND,PC,position,-2.000000,640.000000,-155.000000,0.000000
T5,ND,PC,position,-2.000000,640.000000,-150.000000,0.000000
T5,ND,PC,position,-2.000000,640.000000,-145.000000,0.000000
T5,ND,PC,position,-2.000000,640.000000,-140.000000,0.000000
T5,ND,PC,position,-2.000000,640.000000,-135.000000,0.000000
T5,ND,PC,position,-2.000000,640.000000,-130.000000,0.000000
T5,ND,PC,position,-2.000000,640.000000,-125.000000,0.000000
T5,ND,PC,position,-2.000000,640.000000,-120.000000,0.000000
T5,ND,PC,position,-2.000000,640.000000,-115.000000,0.000000
T5,ND,PC,position,-2.000000,640.000000,-110.000000,0.000000
T5,ND,PC,position,-2.000000,640.000000,-105.000000,0.000000
T5,ND,PC,position,-2.000000,640.000000,-100.000000,0.000000
T5,ND,PC,position,-2.000000,640.000000,-95.000000,0.000000
T5,ND,PC,position,-2.000000,640.000000,-90.000000,0.000000
T5,ND,PC,position,-2.000000,640.000000,-85.000000,0.000000
T5,ND,PC,position,-2.000000,640.000000,-80.000000,0.000000
T5,ND,PC,position,-2.000000,640.000000,-75.000000,0.000000
T5,ND,PC,position,-2.000000,640.000000,-70.000000,0.000000
T5,ND,PC,position,-2.000000,640.000000,-65.000000,0.000000
T5,ND,PC,position,-2.000000,640.000000,-60.000000,0.000000
T5,ND,PC,position,-2.000000,640.000000,-55.000000,0.000000
T5,ND,PC,position,-2.000000,640.000000,-50.000000,0.000000
T5,ND,PC,position,-2.000000,640.000000,-45.000000,0.000000
T5,ND,PC,position,-2.000000,640.000000,-40.000000,0.000000
T5,ND,PC,position,-2.000000,640.000000,-35.000000,0.000000
T5,ND,PC,position,-2.000000,640.000000,-30.000000,0.000000
T5,ND,PC,position,-2.000000,640.000000,-25.000000,0.000000
T5,ND,PC,position,-2.000000,640.000000,-20.000000,0.000000
T5,ND,PC,position,-2.000000,640.000000,-15.000000,0.000000
T5,ND,PC,position,-2.000000,640.000000,-10.000000,0.000000
T5,ND,PC,position,-2.000000,640.000000,-5.000000,0.000000
T5,ND,PC,position,-2.000000,640.000000,0.000000,0.000000
T5,ND,PC,position,-2.000000,640.000000,5.000000,0.000000
T5,ND,PC,position,-2.000000,640.000000,10.000000,0.000000
T5,ND,PC,position,-2.000000,640.000000,15.000000,0.000000
T5,ND,PC,position,-2.000000,640.000000,20.000000,0.000000
T5,ND,PC,position,-2.000000,640.000000,25.000000,0.000000
T5,ND,PC,position,-2.000000,640.000000,30.000000,0.000000
T5,ND,PC,position,-2.000000,640.000000,35.000000,0.000000
T5,ND,PC,position,-2.000000,640.000000,40.000000,0.000000
T5,ND,PC,position,-2.000000,640.000000,45.000000,0.000000
T5,ND,PC,position,-2.000000,640.000000,50.000000,0.000000
T5,ND,PC,position,-2.000000,640.000000,55.000000,0.000000
T5,ND,PC,position,-2.000000,640.000000,60.000000,0.000000
T5,ND,PC,position,-2.000000,640.000000,65.000000,0.000000
T5,ND,PC,position,-2.000000,640.000000,70.000000,0.000000
T5,ND,PC,position,-2.000000,640.000000,75.000000,0.000000
T5,ND,PC,position,-2.000000,640.000000,80.000000,0.000000
T5,ND,PC,position,-2.000000,640.000000,85.000000,0.000000
